Title,Content,Text,Note
#65 Star Watching,"Break out the binoculars and telescopes on Saturday, May 19th. Because it's the first International Sidewalk Astronomy Night. ""Sidewalk Astronomers"" was founded in San Francisco in 1968, when a lot of people were seeing stars, and not just at night. The group's goal is to (Answer: expose) more people to the beauty and wonder of celestial objects with good viewing equipment and to provide (Answer: information) about what the eyewitnesses are actually looking at. The most (Answer: frequently) viewed objects are the moon; Jupiter, whose major moons are visible with good binocs; and Saturn. I once trained a cheap telescope on Saturn and some friends were so amazed at the site of the rings they seriously looked at the other end of the scope to see if I had (Answer: doctored) it. Sidewalk Astronomy Night is indeed an international event, with dozens of public viewing sites from Beijing to the corner of 81st Street and Central Park West in Manhattan. For more info and to find a site near you, just go to the official website. And if there's no (Answer: organized) site near you, feel free to go outside and look at the stars anyway.","- Sự kiện ""International Sidewalk Astronomy Night"" sẽ diễn ra vào thứ Bảy, ngày 19 tháng 5.
- Mục tiêu của nhóm ""Sidewalk Astronomers"" là giúp nhiều người hơn thưởng thức vẻ đẹp của các vật thể thiên văn.
- Những vật thể thường được quan sát bao gồm mặt trăng, sao Mộc và sao Thổ.
- Sự kiện này có hàng chục địa điểm quan sát công cộng trên toàn cầu, từ Bắc Kinh tới Manhattan.
- Nếu không có địa điểm tổ chức nào gần bạn, bạn vẫn có thể ra ngoài và ngắm sao.

### Danh sách từ trong phần ""Answer"":
1. expose
- Giải thích ngữ pháp: Động từ ""expose"" có nghĩa là ""phơi bày"" hoặc ""tiết lộ"". Trong ngữ cảnh này, nó được sử dụng để chỉ việc giúp mọi người nhìn thấy hoặc trải nghiệm điều gì đó.

2. information
- Giải thích ngữ pháp: Danh từ ""information"" có nghĩa là ""thông tin"". Đây là một danh từ không đếm được, vì vậy nó không có dạng số nhiều và thường được sử dụng với động từ số ít.

3. frequently
- Giải thích ngữ pháp: Trạng từ ""frequently"" có nghĩa là ""thường xuyên"". Nó được sử dụng để chỉ tần suất của hành động hoặc sự việc.

4. doctored
- Giải thích ngữ pháp: Tính từ ""doctored"" có nghĩa là ""đã được chỉnh sửa hoặc sửa đổi"". Đây là dạng quá khứ phân từ của động từ ""doctor"", thường được sử dụng để chỉ điều gì đó đã bị thay đổi một cách không tự nhiên.

5. organized
- Giải thích ngữ pháp: Tính từ ""organized"" có nghĩa là ""được tổ chức"". Nó là dạng quá khứ phân từ của động từ ""organize"" và thường được dùng để chỉ những sự kiện hoặc hoạt động có kế hoạch rõ ràng.",
#66 UNEP,"Equitable and sustainable management of water resources is a major global challenge. About one third of the world’s population lives in countries with moderate to high water stress, with (Answer: disproportionately) high impacts on the poor. With respect to the (Answer: current) projected human population growth, industrial development and the expansion of irrigated agriculture in the next two years, water demand is expected to rise to levels that will make the task of providing water for human (Answer: sustenance) more difficult. Since its establishment, the United Nations Environment Programme (UNEP) has worked to promote sustainable water resources management practices through (Answer: collaborative) approaches at the national, regional and global levels. After more than 30 years, water resources management continues to be a strong pillar of UNEP’s work. UNEP is actively participating in addressing water issues together with partner UN (Answer: agencies) , other organizations and donors; they facilitate and catalyze water resource assessments in various developing countries; implement projects that assist countries in developing integrated water resource management plans; create awareness of innovative alternative technologies and assist the development, implementation and enforcement of water resource management policies, laws and regulations.","- Quản lý nước bền vững và công bằng là một thách thức toàn cầu lớn.
- Khoảng một phần ba dân số thế giới sống ở các nước có mức độ căng thẳng về nước từ trung bình đến cao, ảnh hưởng không cân xứng đến người nghèo.
- Nhu cầu nước dự kiến sẽ tăng lên do sự phát triển dân số, công nghiệp và mở rộng nông nghiệp tưới tiêu trong hai năm tới.
- UNEP đã làm việc để thúc đẩy các thực hành quản lý tài nguyên nước bền vững thông qua các phương pháp hợp tác.
- Sau hơn 30 năm, quản lý tài nguyên nước vẫn là một trụ cột quan trọng trong công việc của UNEP.

Từ trong phần ""Answer"" từ văn bản:
1. disproportionately
- Ngữ pháp: Trạng từ. Diễn tả mức độ không tương xứng, thường được dùng để chỉ sự ảnh hưởng không công bằng.

2. current
- Ngữ pháp: Tính từ. Diễn tả cái gì đó đang diễn ra tại thời điểm hiện tại.

3. sustenance
- Ngữ pháp: Danh từ. Chỉ sự duy trì sự sống, thường liên quan đến thực phẩm hoặc các nguồn lực cần thiết cho sự sống.

4. collaborative
- Ngữ pháp: Tính từ. Diễn tả hành động hoặc quá trình làm việc cùng nhau với người khác để đạt được một mục tiêu chung.

5. agencies
- Ngữ pháp: Danh từ số nhiều. Chỉ các tổ chức hoặc cơ quan có trách nhiệm thực hiện một nhiệm vụ hoặc chức năng cụ thể.",
#67 Neanderthals' Diet,"When it comes to Neanderthal diets, the (Answer: consensus) has been: they ate meat. Lots of meat. But now it looks like Neanderthals chomped on a fair amount of veggies, too. Researchers have had a tough time discerning the Neanderthals' diet. They evaluated carbon and nitrogen isotopes in bones, but those only (Answer: correspond) to some general kinds of proteins. Even plant remains in Neanderthal teeth could have gotten there because a tasty animal carcass itself contained traces of a last (Answer: vegetarian) meal. So the researchers relied on (Answer: foolproof) evidence—they studied Neanderthal fecal remains from a site in southern Spain called El Salt. Neanderthals made it their home about 50,000 years ago. The researchers analyzed the samples for chemical compounds that can only result from metabolizing cholesterol from meat or from metabolizing plants. All five samples showed evidence of meat (Answer: consumption). But two revealed the digestion of plants. Meaning that Neanderthals did try vegetation, likely tubers and nuts. The study is in the journal PLoS ONE. Ainara Sistiaga et al, The scientists intend to use the same technique to examine soil samples at a 1. 8 million-year-old site in Tanzania. In the hopes that any remaining poop may deliver an (Answer: ancestral-diet) scoop.","- Chế độ ăn uống của người Neanderthal chủ yếu bao gồm thịt, nhưng họ cũng ăn khá nhiều rau.
- Các nhà nghiên cứu đã phân tích các đồng vị carbon và nitrogen trong xương để tìm hiểu về chế độ ăn uống của họ.
- Bằng chứng chắc chắn được thu thập từ phân người Neanderthal tại một địa điểm ở miền nam Tây Ban Nha.
- Năm mẫu phân cho thấy có dấu hiệu tiêu thụ thịt, trong khi hai mẫu khác cho thấy sự tiêu hóa thực vật.
- Nghiên cứu này được công bố trên tạp chí PLoS ONE và sẽ tiếp tục được áp dụng cho các mẫu đất ở một địa điểm 1.8 triệu năm tuổi tại Tanzania.

Từ trong phần ""Answer"":
1. consensus: danh từ - Sự đồng thuận; thường dùng để chỉ sự đồng ý chung giữa một nhóm người.
2. correspond: động từ - Tương ứng; thường để chỉ sự liên quan hoặc phù hợp với một điều gì đó.
3. vegetarian: tính từ - Ăn chay; mô tả người không ăn thịt hoặc sản phẩm động vật.
4. foolproof: tính từ - Không thể sai; ám chỉ một kế hoạch hoặc phương pháp được thiết kế để không thất bại.
5. consumption: danh từ - Sự tiêu thụ; chỉ hành động sử dụng hoặc tiêu thụ một thứ gì đó, đặc biệt là thực phẩm.
6. ancestral-diet: tính từ (kết hợp) - Chế độ ăn uống tổ tiên; mô tả chế độ ăn uống mà tổ tiên của một nhóm người đã theo.

Giải thích quy tắc ngữ pháp:
- Danh từ (như ""consensus"", ""consumption"") thường được dùng để chỉ một thứ cụ thể hoặc khái niệm.
- Động từ (như ""correspond"") thường mô tả hành động hoặc trạng thái.
- Tính từ (như ""vegetarian"", ""foolproof"") được dùng để mô tả đặc điểm hoặc tính chất của danh từ.
- Kết hợp từ (như ""ancestral-diet"") thường được tạo ra bằng cách kết hợp hai hoặc nhiều từ để tạo ra nghĩa mới.",
#68 MBA Programs,"Deciding to go to business school is perhaps the simplest part of what can be a complicated process. With nearly 600 accredited MBA programs on (Answer: offer) around the world, the choice of where to study can be overwhelming. Here we explain how to (Answer: choose) the right school and course for you and unravel the application and funding process. ""Probably the (Answer: majority) of people applying to business school are at a point in their careers where they know they (Answer: want) to shake things up, but they don't know exactly what they would like to do with their professional lives,"" says Stacy Blackman, an MBA admissions consultant based in Los Angeles. ""If that's the case with you, look at other (Answer: criteria) : culture, teaching method, location, and then pick a place that’s a good fit for you with a strong general management program. Super-defined career goals don’t have to be a part of this process. ""","- Quyết định đi học MBA có thể là phần đơn giản nhất trong một quá trình phức tạp.
- Với gần 600 chương trình MBA được công nhận trên toàn thế giới, việc chọn trường học có thể rất khó khăn.
- Người nộp đơn thường không chắc chắn về con đường nghề nghiệp tiếp theo của họ.
- Nên xem xét các tiêu chí khác như văn hóa, phương pháp giảng dạy và vị trí trường học.
- Không cần phải có mục tiêu nghề nghiệp rõ ràng trong quá trình này.

Danh sách từ trong phần ""Answer"":
- offer
- choose
- majority
- want
- criteria

Giải thích quy tắc ngữ pháp cho từng từ:
- offer: Động từ, có nghĩa là ""cung cấp"". Khi sử dụng, nó có thể ở dạng hiện tại (offers), quá khứ (offered), hoặc phân từ (offering).
- choose: Động từ, có nghĩa là ""chọn"". Có các dạng như choose (hiện tại), chose (quá khứ), và chosen (phân từ).
- majority: Danh từ, có nghĩa là ""đa số"". Thường được sử dụng với động từ số ít (the majority is) khi nói về một nhóm lớn hơn một nửa.
- want: Động từ, có nghĩa là ""muốn"". Có thể được sử dụng trong nhiều thì khác nhau (want, wanted, wanting).
- criteria: Danh từ số nhiều, có nghĩa là ""tiêu chí"". Số ít của từ này là ""criterion"". Thường được sử dụng với động từ số nhiều (the criteria are).",
#69 Amount of Sleep,"The amount of sleep you need depends on many (Answer: factors) , especially your age. Newborns sleep between 16 and 18 hours a day and preschool children should sleep between 10 and 12 hours. Older children and teens need at least nine hours to be well rested. For most adults, seven to eight hours a night appears to the best amount of sleep. However, for some people"" enough sleep"" may be as few as five hours or as many as 10 hours of sleep. As you get older, your sleeping (Answer: patterns) change. Older adults tend to sleep more lightly and awaken more frequently in the night than younger adults. This can have many causes including medical conditions and medications used to treat them. But there's no evidence that older adults need less sleep than younger adults. Getting enough sleep is (Answer: important) to your health because it boosts your (Answer: immune) system, which makes your body better able to fight disease. Sleep is necessary for your nervous system to work properly. Too little sleep makes you drowsy and unable to concentrate. It also impairs memory and physical performance. So how many hours of sleep are enough for You? Experts say that if you feel drowsy during the day - even during boring activities - you are not getting enough sleep. Also, quality of sleep is just as important as quantity. People whose sleep is frequently interrupted or cut short are not getting quality sleep. If you experience frequent daytime sleepiness, even after increasing the amount of quality sleep you get, talk to your doctor. He or she may be able to (Answer: identify) the cause of sleep problems and offer advice on how to get a better night's sleep.","- Lượng giấc ngủ cần thiết phụ thuộc vào nhiều yếu tố, đặc biệt là tuổi tác.
- Trẻ sơ sinh ngủ từ 16 đến 18 giờ mỗi ngày; trẻ mẫu giáo nên ngủ từ 10 đến 12 giờ.
- Trẻ em lớn hơn và thanh thiếu niên cần ít nhất 9 giờ để được nghỉ ngơi tốt.
- Hầu hết người lớn cần từ 7 đến 8 giờ mỗi đêm.
- Giấc ngủ của người lớn tuổi thường nhẹ nhàng hơn và họ dễ thức dậy hơn vào ban đêm.
- Có nhiều nguyên nhân dẫn đến tình trạng này, bao gồm các bệnh lý và thuốc điều trị.
- Giấc ngủ đủ rất quan trọng cho sức khỏe, vì nó củng cố hệ miễn dịch.
- Giấc ngủ cần thiết cho hệ thần kinh hoạt động bình thường.
- Thiếu giấc ngủ làm bạn buồn ngủ và không thể tập trung, cũng như ảnh hưởng đến trí nhớ và hiệu suất thể chất.
- Nếu bạn cảm thấy buồn ngủ vào ban ngày, có thể bạn không đủ giấc ngủ.
- Chất lượng giấc ngủ cũng quan trọng như số lượng; giấc ngủ bị gián đoạn thường xuyên không mang lại chất lượng tốt.
- Nếu bạn thường buồn ngủ vào ban ngày, hãy nói chuyện với bác sĩ để xác định nguyên nhân và nhận lời khuyên.

### List of Answer Words and Grammar Rules

- factors: Noun (plural) - used to refer to elements or conditions that affect a situation.
- patterns: Noun (plural) - refers to repeated or regular forms, arrangements, or sequences.
- important: Adjective - describes something that has significant value or is essential.
- immune: Adjective - relates to the body's ability to resist infections and diseases.
- identify: Verb (base form) - means to recognize or establish what something is.",
#70 Mini Helicopter,"A mini helicopter modelled on flying tree seeds could soon be flying overhead. Evan Ulrich and colleagues at the University of Maryland in College Park (Answer: turned to) the biological world for inspiration to build a scaled-down helicopter that could mimic the properties of full-size aircraft. The complex (Answer: design) of full-size helicopters gets less efficient when shrunk, meaning that standard mini helicopters expend most of their power simply fighting to stay stable in the air. The researchers realized that a simpler aircraft designed to stay stable passively would use much less power and reduce manufacturing costs to boot. It turns out that nature (Answer: had beaten) them to it. The seeds of trees such as the maple have a single-blade structure that (Answer: allows) them to fly far away and drift safely to the ground. These seeds, known as samaras, need no engine to (Answer: spin) through the air, thanks to a process called autorotation. By analyzing the behavior of the samara with high-speed cameras, Ulrich and his team were able to copy its design.","- Một mô hình trực thăng mini được thiết kế dựa trên hạt giống cây có thể sớm bay trên đầu chúng ta.
- Các nhà nghiên cứu từ Đại học Maryland đã lấy cảm hứng từ thế giới sinh học để xây dựng một chiếc trực thăng thu nhỏ có thể mô phỏng các đặc tính của máy bay cỡ lớn.
- Thiết kế phức tạp của các trực thăng cỡ lớn trở nên kém hiệu quả khi thu nhỏ, do đó các trực thăng mini tiêu tốn nhiều năng lượng chỉ để giữ ổn định trong không trung.
- Các nhà nghiên cứu đã nhận ra rằng một chiếc máy bay đơn giản hơn được thiết kế để giữ ổn định một cách thụ động sẽ tiêu tốn ít năng lượng hơn và giảm chi phí sản xuất.
- Hạt giống của những cây như cây phong có cấu trúc lưỡi dao đơn cho phép chúng bay xa và rơi an toàn xuống đất.
- Những hạt giống này, được gọi là samara, không cần động cơ để quay trong không khí nhờ vào một quá trình gọi là tự quay.
- Bằng cách phân tích hành vi của samara bằng camera tốc độ cao, Ulrich và nhóm của ông đã có thể sao chép thiết kế của nó.

Danh sách các từ trong phần Trả lời và quy tắc ngữ pháp:
1. turned to
- Giải thích: Thì quá khứ của động từ ""turn"" trong cụm ""turn to"" có nghĩa là ""quay sang"" hoặc ""hướng đến"". Được sử dụng để chỉ hành động chuyển hướng sự chú ý hoặc sự quan tâm về một cái gì đó khác.

2. design
- Giải thích: Danh từ chỉ sự thiết kế. Trong ngữ cảnh này, nó chỉ đến cách mà một cái gì đó được xây dựng hoặc cấu trúc.

3. had beaten
- Giải thích: Thì quá khứ hoàn thành của động từ ""beat"". Sử dụng để chỉ rằng một hành động đã xảy ra trước một thời điểm cụ thể trong quá khứ.

4. allows
- Giải thích: Thì hiện tại của động từ ""allow"". Diễn tả khả năng hoặc sự cho phép của cái gì đó trong hiện tại.

5. spin
- Giải thích: Động từ ""spin"" có nghĩa là quay hoặc xoay. Ở đây, nó được sử dụng để chỉ hành động của hạt giống khi di chuyển trong không khí.",
#71 Electrons,"The electrons that orbit closest to the nucleus are (Answer: strongly) attracted. They are called bound electrons. The electrons that are farther away from the pull of nucleus can be forced out of their orbits. These are called free electrons. Free electrons can move from one atom to another. This movement is known as electron flow. Electricity is the movement or flow of electrons from one atom to another. A (Answer: condition) of imbalance is necessary to have a movement of electrons. In a (Answer: normal) atom, the positively charged nucleus balances the negatively charged electrons. This holds them in orbit. If an atom loses electrons, it becomes positive in charge. It attracts more electrons in order to get its balance. A conductor is any (Answer: material) that allows a good electron flow and conducts electricity. A good conductor must be made of atoms that give off free electrons easily. Also, the atoms must be close enough to each other so that the free electron orbits (Answer: overlap). Ignition systems use copper and aluminium wires to conduct electricity. They allow good electron flow.","- Các electron gần hạt nhân nhất bị hút mạnh mẽ và được gọi là electron liên kết.
- Các electron xa hạt nhân hơn có thể bị đẩy ra khỏi quỹ đạo của chúng, được gọi là electron tự do.
- Electron tự do có thể di chuyển từ nguyên tử này sang nguyên tử khác, và sự di chuyển này được gọi là dòng electron.
- Điện là sự di chuyển hoặc dòng chảy của electron từ nguyên tử này sang nguyên tử khác.
- Một điều kiện bất cân bằng là cần thiết để có sự di chuyển của electron.
- Trong một nguyên tử bình thường, hạt nhân mang điện tích dương cân bằng với các electron mang điện tích âm, giữ chúng trong quỹ đạo.
- Nếu một nguyên tử mất electrons, nó sẽ trở thành dương và thu hút thêm electron để lấy lại sự cân bằng.
- Một chất dẫn điện là bất kỳ vật liệu nào cho phép dòng electron tốt và dẫn điện.
- Một chất dẫn tốt phải được cấu tạo từ các nguyên tử dễ dàng cho ra electron tự do và các nguyên tử phải đủ gần nhau để các quỹ đạo electron tự do giao nhau.
- Hệ thống đánh lửa sử dụng dây đồng và nhôm để dẫn điện, cho phép dòng electron tốt.

Các từ trong phần ""Answer"":
1. strongly
- Grammar Rule: Trạng từ ""strongly"" được dùng để mô tả mức độ của động từ ""attracted"". Quy tắc là trạng từ thường được hình thành bằng cách thêm ""-ly"" vào tính từ.

2. condition
- Grammar Rule: ""Condition"" là danh từ, dùng để chỉ một trạng thái hoặc hoàn cảnh. Danh từ thường được hình thành từ động từ hoặc tính từ thông qua các hậu tố như ""-tion"".

3. normal
- Grammar Rule: ""Normal"" là tính từ, dùng để mô tả trạng thái bình thường của nguyên tử. Tính từ thường được dùng để mô tả danh từ và có thể được hình thành từ danh từ bằng cách thêm hậu tố ""-al"".

4. material
- Grammar Rule: ""Material"" là danh từ, dùng để chỉ các chất liệu. Danh từ thường được hình thành từ các động từ hoặc tính từ, và có thể có nhiều nghĩa tùy thuộc vào ngữ cảnh.",
#72 Pidgins,"Pidgins are languages that are born after contact between at least two languages. As many pidgins developed during the period of empire and international trade, one of the language parents was frequently a European language such as French or English, and the other language parent was the language of the people with whom the Europeans were (Answer: trading) or whom they were colonising. Usually one of the languages provided the majority of (Answer: vocabulary) items and the other provided the grammatical structure. When pidgins become learned as a mother tongue, they become (Answer: known) as creoles. I am not going to discuss pidgins and creoles and contact languages as such in this book in (Answer: any depth).","- Pidgins là ngôn ngữ phát sinh từ sự tiếp xúc giữa ít nhất hai ngôn ngữ.
- Thường thì một trong các ngôn ngữ là ngôn ngữ châu Âu như tiếng Pháp hoặc tiếng Anh, và ngôn ngữ kia là ngôn ngữ của những người mà người châu Âu đang giao dịch hoặc thuộc địa hóa.
- Một ngôn ngữ thường cung cấp phần lớn từ vựng, trong khi ngôn ngữ còn lại cung cấp cấu trúc ngữ pháp.
- Khi pidgins trở thành tiếng mẹ đẻ, chúng được gọi là creoles.
- Tác giả không dự định thảo luận về pidgins, creoles và ngôn ngữ tiếp xúc một cách sâu sắc trong cuốn sách này.

Danh sách từ trong phần Trả lời:
1. trading:
- Giải thích ngữ pháp: Động từ ""trading"" là dạng hiện tại phân từ của ""trade"", sử dụng để chỉ hành động đang diễn ra.

2. vocabulary:
- Giải thích ngữ pháp: Danh từ ""vocabulary"" chỉ tập hợp các từ của một ngôn ngữ.

3. known:
- Giải thích ngữ pháp: Động từ ""known"" là dạng quá khứ phân từ của ""know"", thường được sử dụng trong cấu trúc bị động hoặc khi diễn tả kiến thức đã biết.

4. any depth:
- Giải thích ngữ pháp: ""Any"" là một từ chỉ định (determiner) dùng để diễn tả một mức độ không xác định, và ""depth"" là danh từ chỉ độ sâu, trong ngữ cảnh này nghĩa là mức độ chi tiết trong thảo luận.",
#73 Track Down Research,"Having tracked down research that is (Answer: relevant) to your area of interest, the next task is to actually (Answer: make sense) of that research. This section is intended to show you how to be critical of the research you (Answer: are reviewing) and how to check that the (Answer: evidence) is credible and represented appropriately. Unfortunately this means discussing the ways in which research findings may be misrepresented.","- Nghiên cứu liên quan đến lĩnh vực của bạn đã được xác định.
- Nhiệm vụ tiếp theo là hiểu rõ nghiên cứu đó.
- Phần này giúp bạn đánh giá một cách phê bình các nghiên cứu mà bạn đang xem xét.
- Kiểm tra tính đáng tin cậy và cách thể hiện bằng chứng.
- Thảo luận về cách mà các phát hiện nghiên cứu có thể bị diễn giải sai.

Danh sách từ trong Answer:
- relevant: Tính từ - dùng để chỉ điều gì đó liên quan hoặc có giá trị trong một ngữ cảnh cụ thể.
- make sense: Cụm động từ - có nghĩa là hiểu hoặc có lý trong một tình huống.
- are reviewing: Hiện tại tiếp diễn - thì hiện tại của động từ ""review"" với chủ ngữ ""you"". Diễn tả hành động đang diễn ra.
- evidence: Danh từ - chỉ bằng chứng hoặc thông tin hỗ trợ cho một tuyên bố hoặc lý thuyết.",
#74 Good Looks in Votes,"It is tempting to try to prove that good looks win votes, and many academics have tried. The (Answer: difficulty) is that beauty is in the eye of the (Answer: beholder) , and you cannot behold a politician's face without a veil of extraneous prejudice getting in the way. Does George Bush possess a disarming grin, or a facetious (Answer: smirk) ? It's hard to find anyone who can look at the president without assessing him politically as well as (Answer: physically).","- Nghiên cứu về việc liệu vẻ ngoài có thể ảnh hưởng đến số phiếu bầu hay không.
- Đã có nhiều học giả cố gắng chứng minh điều này nhưng gặp khó khăn do cái đẹp là một khái niệm chủ quan.
- Sự đánh giá về một chính trị gia thường bị ảnh hưởng bởi các định kiến chính trị và thể chất.

Danh sách từ trong phần ""Answer"":
1. difficulty: Danh từ, có nghĩa là ""khó khăn"". Thường được sử dụng để chỉ trạng thái hoặc tình huống khó khăn.
2. beholder: Danh từ, có nghĩa là ""người nhìn"". Đây là một từ dùng để chỉ người mà từ đó một cái gì đó được nhìn nhận hoặc đánh giá.
3. smirk: Danh từ, có nghĩa là ""nụ cười khinh bỉ"". Cũng có thể được sử dụng như một động từ với nghĩa là cười một cách kiêu ngạo hoặc không nghiêm túc.

Quy tắc ngữ pháp:
- difficulty: Danh từ không đếm được, thường dùng để diễn tả một tình huống hoặc cảm giác khó khăn.
- beholder: Danh từ số ít, thường được dùng trong cụm từ ""beauty is in the eye of the beholder"" để nhấn mạnh tính chủ quan trong việc đánh giá cái đẹp.
- smirk: Danh từ có thể dùng như danh từ chỉ trạng thái hoặc hành động (cười một cách kiêu ngạo), cũng có thể là động từ chỉ hành động.",
#75 Evolution,"We usually think of evolution as something that happens over eons, in remote places where people rarely venture. Not something that happens around the backyard (Answer: birdfeeder) in just a few decades. But a study in the journal Current Biology suggests that feeding birds in winter can influence their course of evolution. The birds in this study were central European (Answer: blackcaps) , a common kind of warbler. In spring, they breed in southern Germany. And when winter comes, they all fly south to the Mediterranean. At least they used to. In the 1960s, folks in Britain started putting out seed in winter. And the blackcaps split into two (Answer: distinct) groups. One goes to Spain to nosh on fruits and olives, the other heads north to take advantage of the easy English pickin's. The two (Answer: populations) may even be splitting into two species. The blackcaps that winter in England tend to mate with each other when they return to Germany. So they're (Answer: starting) to look different from the birds that go south. Their beaks are longer and (Answer: narrower) , less suited to supping on Spanish olives. As birds of a feather, they definitely flock together. And to some degree, they have a bunch of (Answer: bird-feeding) Brits to thank.","- Nghiên cứu cho thấy việc cho chim ăn vào mùa đông có thể ảnh hưởng đến tiến trình tiến hóa của chúng.
- Chim blackcaps, một loại chim sẻ phổ biến ở Trung Âu, đã chia thành hai nhóm khác nhau.
- Một nhóm bay đến Tây Ban Nha để ăn trái cây và ô liu, trong khi nhóm còn lại bay về phía bắc để tận dụng thức ăn dễ dàng ở Anh.
- Hai quần thể này có thể đang tách thành hai loài khác nhau.
- Những con blackcaps mùa đông ở Anh thường giao phối với nhau khi trở về Đức, dẫn đến sự khác biệt về hình dạng, với mỏ dài và hẹp hơn, không còn phù hợp với việc ăn ô liu Tây Ban Nha.

Từ trong phần Trả lời:
1. birdfeeder: danh từ, chỉ một cái máy cho chim ăn.
2. blackcaps: danh từ, chỉ một loại chim sẻ thường gặp.
3. distinct: tính từ, nghĩa là khác biệt hoặc riêng biệt.
4. populations: danh từ số nhiều của population, chỉ các quần thể.
5. starting: động từ, dạng hiện tại của động từ ""start"", đang diễn ra.
6. narrower: tính từ so sánh của narrow, nghĩa là hẹp hơn.
7. bird-feeding: tính từ ghép, chỉ hành động cho chim ăn.

Giải thích quy tắc ngữ pháp:
- Danh từ: Chỉ người, vật hoặc khái niệm (ví dụ: birdfeeder, blackcaps, populations).
- Tính từ: Mô tả đặc điểm của danh từ (ví dụ: distinct, narrower).
- Động từ: Diễn tả hành động, trạng thái (ví dụ: starting).
- Tính từ so sánh: Dùng để so sánh hai đối tượng (ví dụ: narrower so với narrow).
- Tính từ ghép: Kết hợp hai hoặc nhiều từ để mô tả một khái niệm cụ thể (ví dụ: bird-feeding).",
#76 An Act,"The Nature Conservation Amendment Act of 1996 enables the Minister of Environment and Tourism to register a conservancy if it has a (Answer: representative) committee, a legal constitution, which provides for the sustainable (Answer: management) and utilization of game in the conservancy, the ability to (Answer: manage) the funds, an approved method for the (Answer: equitable) distribution of benefits to members of the community and defined boundaries.","- Luật Bảo tồn Thiên nhiên sửa đổi năm 1996 cho phép Bộ trưởng Bộ Môi trường và Du lịch đăng ký một khu bảo tồn nếu khu vực này có một ủy ban đại diện, một hiến pháp hợp pháp, quy định việc quản lý bền vững và sử dụng động vật trong khu bảo tồn, khả năng quản lý quỹ, một phương pháp đã được phê duyệt cho việc phân phối lợi ích công bằng đến các thành viên trong cộng đồng và các ranh giới được xác định.

Danh sách từ trong phần ""Answer"":
- Representative: Tính từ chỉ người hoặc vật đại diện cho một nhóm, một cộng đồng nào đó.
- Management: Danh từ chỉ quá trình quản lý, tổ chức và điều hành một hoạt động hoặc tổ chức.
- Manage: Động từ chỉ hành động điều hành, kiểm soát hoặc tổ chức một hoạt động hoặc nguồn lực.
- Equitable: Tính từ chỉ sự công bằng, công lý, hợp lý trong cách phân phối hoặc xử lý.

Giải thích quy tắc ngữ pháp cho từng từ:
1. Representative: Tính từ thường đứng trước danh từ để mô tả sự đại diện. Cấu trúc: ""a representative committee"".
2. Management: Danh từ trừu tượng, thường được sử dụng để chỉ một hoạt động hoặc lĩnh vực. Cấu trúc: ""sustainable management"".
3. Manage: Động từ nguyên thể, thường được sử dụng để chỉ hành động. Cấu trúc: ""ability to manage"".
4. Equitable: Tính từ thường được dùng để mô tả tính chất công bằng của một hành động hoặc chính sách. Cấu trúc: ""equitable distribution"".",
#77 Kiwi,"A Massey ecologist has teamed up with a leading wildlife photographer to produce the definitive book on New Zealand's national bird, the kiwi. Kiwi: A Natural History was written by Dr Isabel Castro and (Answer: features) photographs by Rod Morris. Dr Castro has been working with kiwi (Answer: since) 1999, with a focus on their behaviour. 'I've specifically been looking at the sense of smell that kiwi uses when foraging, but (Answer: also) in their interactions with their environment and other kiwi,' she says. The book covers all aspects of kiwi, from their evolution, prehistory and closest relatives to their feeding and breeding behaviour and current conservation issues, (Answer: making) this the perfect introduction for anyone with an interest in these fascinating birds. The book is the second title in a new (Answer: series) on New Zealand's wildlife, targeted at a family readership.","- Một nhà sinh thái học từ Massey đã hợp tác với một nhiếp ảnh gia động vật hoang dã hàng đầu để sản xuất cuốn sách chính thức về loài chim quốc gia của New Zealand, kiwi.
- Cuốn sách ""Kiwi: A Natural History"" được viết bởi Tiến sĩ Isabel Castro và bao gồm những bức ảnh của Rod Morris.
- Tiến sĩ Castro đã làm việc với kiwi từ năm 1999, tập trung vào hành vi của chúng.
- Cuốn sách đề cập đến tất cả các khía cạnh của kiwi, từ sự tiến hóa, tiền sử và họ hàng gần nhất đến hành vi ăn uống và sinh sản cũng như các vấn đề bảo tồn hiện tại.
- Đây là cuốn sách thứ hai trong một loạt sách mới về động vật hoang dã của New Zealand, nhắm đến độc giả gia đình.

### Danh sách từ trong phần ""Answer"":
- features
- since
- also
- making
- series

### Giải thích quy tắc ngữ pháp cho từng từ:
- features: Danh từ, có nghĩa là ""đặc điểm"" hoặc ""tính năng"". Sử dụng để mô tả những gì cuốn sách bao gồm.
- since: Giới từ, có nghĩa là ""kể từ"". Được sử dụng để chỉ thời gian bắt đầu của một hành động hoặc trạng thái.
- also: Trạng từ, có nghĩa là ""cũng"". Được sử dụng để thêm thông tin hoặc ý kiến vào câu.
- making: Động từ nguyên mẫu, dạng hiện tại phân từ (present participle). Ở đây, nó được sử dụng để chỉ ra hành động mà cuốn sách thực hiện, làm cho nó trở thành một sự giới thiệu hoàn hảo.
- series: Danh từ, có nghĩa là ""chuỗi"" hoặc ""loạt"". Được sử dụng để chỉ các cuốn sách liên tiếp trong một chủ đề cụ thể.",
